energy,n,m,edges,weights,graph_type
4.879385241571823,6,7,"[(0, 1), (0, 4), (1, 5), (2, 3), (2, 5), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.430861488285014,12,18,"[(0, 1), (0, 2), (0, 3), (1, 9), (1, 11), (2, 10), (2, 11), (3, 7), (3, 8), (4, 7), (4, 8), (4, 11), (5, 7), (5, 9), (5, 10), (6, 8), (6, 9), (6, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.895855690901488,11,20,"[(0, 5), (0, 6), (0, 10), (1, 7), (1, 9), (1, 10), (2, 8), (2, 9), (2, 10), (3, 6), (3, 7), (3, 10), (4, 5), (4, 8), (4, 10), (5, 7), (5, 9), (6, 8), (6, 9), (7, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
13.208960117478819,14,21,"[(0, 1), (0, 2), (0, 3), (1, 8), (1, 9), (2, 10), (2, 12), (3, 11), (3, 13), (4, 8), (4, 10), (4, 11), (5, 8), (5, 12), (5, 13), (6, 9), (6, 10), (6, 13), (7, 9), (7, 11), (7, 12)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.169495305841515,11,18,"[(0, 2), (0, 5), (0, 6), (1, 3), (1, 4), (1, 7), (2, 8), (2, 9), (3, 8), (3, 10), (4, 9), (4, 10), (5, 8), (5, 10), (6, 9), (6, 10), (7, 8), (7, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
12.25170141041593,12,22,"[(0, 2), (0, 6), (0, 10), (1, 3), (1, 7), (1, 11), (2, 9), (2, 11), (3, 8), (3, 10), (4, 7), (4, 10), (4, 11), (5, 6), (5, 10), (5, 11), (6, 7), (6, 8), (7, 9), (8, 9), (8, 11), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.70754024259697,12,20,"[(0, 4), (0, 5), (1, 7), (1, 11), (2, 9), (2, 10), (3, 6), (3, 8), (4, 7), (4, 10), (4, 11), (5, 8), (5, 9), (5, 11), (6, 9), (6, 10), (6, 11), (7, 8), (7, 9), (8, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.4580398915498005,12,11,"[(0, 10), (1, 11), (2, 11), (3, 11), (4, 11), (5, 11), (6, 10), (7, 10), (8, 10), (9, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.075672763737641,9,9,"[(0, 6), (1, 7), (2, 8), (3, 5), (3, 7), (4, 5), (4, 8), (6, 7), (6, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.725872749759997,10,12,"[(0, 6), (0, 7), (1, 6), (1, 8), (2, 7), (2, 9), (3, 6), (3, 9), (4, 7), (4, 8), (5, 8), (5, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.285724856637531,11,10,"[(0, 10), (1, 10), (2, 8), (3, 9), (4, 9), (5, 9), (6, 8), (7, 8), (8, 10), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
14.553641531938437,14,24,"[(0, 8), (0, 9), (0, 10), (1, 8), (1, 9), (1, 11), (2, 8), (2, 10), (2, 12), (3, 9), (3, 10), (3, 13), (4, 9), (4, 11), (4, 13), (5, 8), (5, 11), (5, 12), (6, 10), (6, 12), (6, 13), (7, 11), (7, 12), (7, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
4.987709263645337,7,8,"[(0, 1), (0, 5), (1, 6), (2, 3), (2, 6), (3, 5), (4, 5), (4, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
12.399223286130432,12,22,"[(0, 1), (0, 4), (0, 5), (1, 6), (1, 7), (2, 3), (2, 10), (2, 11), (3, 8), (3, 9), (4, 9), (4, 10), (4, 11), (5, 7), (5, 8), (5, 11), (6, 8), (6, 9), (6, 11), (7, 9), (7, 10), (8, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.946592852662343,12,18,"[(0, 1), (0, 2), (0, 3), (1, 10), (1, 11), (2, 9), (2, 11), (3, 7), (3, 8), (4, 5), (4, 9), (4, 11), (5, 6), (5, 10), (6, 7), (6, 8), (7, 10), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.2477864120866435,8,10,"[(0, 4), (0, 7), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (5, 7), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
13.229474967362076,15,24,"[(0, 1), (0, 2), (0, 12), (1, 11), (1, 13), (2, 10), (2, 14), (3, 6), (3, 7), (3, 12), (4, 8), (4, 11), (4, 12), (5, 9), (5, 10), (5, 12), (6, 9), (6, 13), (7, 8), (7, 14), (8, 13), (9, 14), (10, 13), (11, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
13.207644629954444,15,24,"[(0, 1), (0, 2), (0, 12), (1, 11), (1, 13), (2, 10), (2, 14), (3, 6), (3, 8), (3, 12), (4, 7), (4, 9), (4, 12), (5, 10), (5, 11), (5, 12), (6, 9), (6, 13), (7, 8), (7, 13), (8, 14), (9, 14), (10, 13), (11, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.771221996524986,11,14,"[(0, 9), (0, 10), (1, 7), (1, 10), (2, 7), (2, 10), (3, 8), (3, 10), (4, 8), (4, 10), (5, 7), (5, 9), (6, 8), (6, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.381375901143892,13,12,"[(0, 12), (1, 12), (2, 11), (3, 4), (3, 12), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
12.716913089005281,14,21,"[(0, 1), (0, 2), (0, 3), (1, 11), (1, 13), (2, 10), (2, 13), (3, 9), (3, 12), (4, 5), (4, 6), (4, 13), (5, 9), (5, 11), (6, 7), (6, 8), (7, 11), (7, 12), (8, 10), (8, 12), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
13.620612432398872,13,26,"[(0, 1), (0, 2), (0, 3), (0, 4), (1, 5), (1, 9), (1, 10), (2, 7), (2, 10), (2, 12), (3, 8), (3, 11), (3, 12), (4, 6), (4, 9), (4, 11), (5, 6), (5, 7), (5, 11), (6, 8), (6, 12), (7, 8), (7, 9), (8, 10), (9, 12), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
9.353102502458253,12,14,"[(0, 2), (0, 4), (1, 3), (1, 5), (2, 8), (3, 9), (4, 11), (5, 10), (6, 8), (6, 11), (7, 9), (7, 10), (8, 9), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.557605336715708,13,16,"[(0, 6), (0, 7), (1, 8), (1, 9), (2, 4), (2, 12), (3, 5), (3, 12), (4, 10), (5, 11), (6, 11), (7, 11), (8, 10), (9, 10), (10, 12), (11, 12)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.271001297935333,13,21,"[(0, 1), (0, 2), (0, 10), (1, 7), (1, 12), (2, 8), (2, 11), (3, 5), (3, 7), (3, 10), (4, 6), (4, 8), (4, 10), (5, 6), (5, 12), (6, 11), (7, 11), (8, 12), (9, 10), (9, 11), (9, 12)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.336726728681821,9,8,"[(0, 8), (1, 8), (2, 7), (3, 7), (4, 6), (5, 6), (5, 7), (6, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.147998694818701,10,9,"[(0, 9), (1, 9), (2, 7), (3, 6), (4, 8), (5, 6), (5, 9), (7, 8), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.742068063822893,11,10,"[(0, 10), (1, 10), (2, 10), (3, 7), (4, 8), (5, 7), (5, 9), (6, 8), (6, 9), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.824975007874069,10,9,"[(0, 9), (1, 9), (2, 9), (3, 9), (4, 7), (5, 8), (6, 7), (6, 8), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.992220040661765,9,14,"[(0, 4), (0, 5), (0, 8), (1, 4), (1, 6), (1, 8), (2, 5), (2, 7), (2, 8), (3, 6), (3, 7), (3, 8), (4, 7), (5, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.211289923128812,11,10,"[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 8), (7, 9), (7, 10), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.605046171348391,11,15,"[(0, 5), (0, 10), (1, 6), (1, 10), (2, 7), (2, 10), (3, 9), (3, 10), (4, 8), (4, 10), (5, 6), (5, 7), (6, 8), (7, 9), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
4.837276484833892,8,7,"[(0, 7), (1, 6), (2, 6), (3, 5), (4, 5), (4, 7), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.343440951739332,9,8,"[(0, 8), (1, 8), (2, 6), (3, 7), (4, 7), (5, 6), (5, 8), (7, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.358472450063828,9,8,"[(0, 7), (1, 7), (2, 8), (3, 8), (4, 6), (4, 7), (5, 6), (5, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.903941517031197,10,9,"[(0, 9), (1, 7), (2, 7), (3, 8), (4, 8), (5, 7), (5, 9), (6, 8), (6, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.108392750440531,11,10,"[(0, 5), (1, 8), (2, 6), (3, 7), (4, 9), (4, 10), (5, 9), (6, 10), (7, 10), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
9.234200375032444,11,15,"[(0, 9), (0, 10), (1, 7), (1, 10), (2, 8), (2, 10), (3, 4), (3, 6), (3, 7), (4, 5), (4, 8), (5, 7), (5, 9), (6, 8), (6, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.290114412451978,9,11,"[(0, 7), (0, 8), (1, 5), (1, 8), (2, 5), (2, 8), (3, 4), (3, 7), (4, 6), (6, 7), (6, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
4.615674525650447,7,7,"[(0, 5), (1, 6), (2, 3), (2, 4), (3, 5), (4, 6), (5, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.927415949287356,11,14,"[(0, 6), (1, 7), (2, 9), (2, 10), (3, 9), (3, 10), (4, 6), (4, 8), (5, 7), (5, 8), (6, 9), (7, 10), (8, 9), (8, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.685574678643598,11,10,"[(0, 10), (1, 9), (2, 9), (3, 8), (4, 8), (5, 9), (5, 10), (6, 7), (6, 10), (7, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
9.888269241754179,15,14,"[(0, 10), (1, 9), (2, 12), (3, 11), (4, 13), (4, 14), (5, 7), (5, 13), (6, 8), (6, 14), (7, 12), (8, 11), (9, 14), (10, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.84782919834369,13,12,"[(0, 9), (1, 9), (2, 10), (3, 10), (4, 11), (5, 11), (6, 9), (6, 12), (7, 10), (7, 12), (8, 11), (8, 12)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.683833065357842,8,11,"[(0, 4), (0, 7), (1, 5), (1, 6), (2, 3), (2, 4), (2, 6), (3, 5), (3, 7), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.373459712291198,8,8,"[(0, 7), (1, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.57690991756853,14,16,"[(0, 10), (1, 9), (2, 3), (2, 13), (3, 11), (4, 7), (4, 12), (5, 7), (5, 12), (6, 11), (6, 12), (8, 10), (8, 11), (9, 13), (11, 13), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.557085878850018,8,10,"[(0, 7), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.885579977571018,7,9,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.595079669705738,14,16,"[(0, 13), (1, 4), (1, 8), (2, 5), (2, 9), (3, 6), (3, 7), (4, 10), (5, 10), (6, 12), (7, 11), (8, 12), (9, 11), (10, 13), (11, 13), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
9.94355828168044,13,15,"[(0, 3), (0, 7), (1, 4), (1, 8), (2, 5), (2, 6), (3, 9), (4, 9), (5, 11), (6, 10), (7, 11), (8, 10), (9, 12), (10, 12), (11, 12)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
9.772787407873466,11,16,"[(0, 6), (0, 7), (1, 6), (1, 8), (2, 7), (2, 9), (3, 6), (3, 9), (4, 7), (4, 8), (5, 8), (5, 9), (6, 10), (7, 10), (8, 10), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.464101615137784,14,13,"[(0, 12), (1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.17405839738326,9,9,"[(0, 8), (1, 6), (2, 3), (2, 8), (3, 4), (4, 5), (5, 7), (6, 7), (7, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.271621605910746,10,9,"[(0, 8), (1, 4), (2, 5), (3, 6), (4, 9), (5, 9), (6, 7), (7, 8), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.694339347340353,12,18,"[(0, 1), (0, 2), (0, 3), (1, 9), (1, 11), (2, 10), (2, 11), (3, 7), (3, 8), (4, 5), (4, 6), (4, 11), (5, 7), (5, 8), (6, 9), (6, 10), (7, 9), (8, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.649384380997079,12,18,"[(0, 1), (0, 2), (0, 3), (1, 6), (1, 11), (2, 7), (2, 9), (3, 8), (3, 10), (4, 7), (4, 10), (4, 11), (5, 8), (5, 9), (5, 11), (6, 7), (6, 8), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.253726266572193,12,11,"[(0, 9), (1, 9), (2, 11), (3, 11), (4, 11), (5, 7), (6, 8), (7, 10), (8, 10), (9, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.336032065358756,14,19,"[(0, 12), (1, 13), (2, 4), (2, 12), (3, 5), (3, 13), (4, 11), (5, 10), (6, 8), (6, 11), (7, 9), (7, 10), (8, 9), (8, 12), (9, 13), (10, 11), (10, 12), (11, 13), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
4.4421805098275975,8,7,"[(0, 7), (1, 7), (2, 7), (3, 7), (4, 6), (5, 6), (5, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.215277552312369,12,18,"[(0, 1), (0, 2), (0, 3), (1, 6), (1, 10), (2, 7), (2, 11), (3, 8), (3, 9), (4, 6), (4, 9), (4, 11), (5, 7), (5, 8), (5, 10), (6, 7), (8, 11), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.096781848110048,12,11,"[(0, 11), (1, 11), (2, 11), (3, 11), (4, 11), (5, 7), (6, 8), (6, 11), (7, 9), (8, 10), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
12.116350073545501,14,21,"[(0, 1), (0, 2), (0, 3), (1, 8), (1, 9), (2, 10), (2, 13), (3, 11), (3, 12), (4, 5), (4, 9), (4, 13), (5, 8), (5, 12), (6, 7), (6, 10), (6, 12), (7, 11), (7, 13), (8, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.9622705224272385,15,14,"[(0, 14), (1, 14), (2, 14), (3, 14), (4, 14), (5, 14), (6, 14), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.294686217523974,12,20,"[(0, 1), (0, 2), (0, 8), (1, 6), (1, 11), (2, 7), (2, 10), (3, 4), (3, 7), (3, 8), (4, 5), (4, 11), (5, 6), (5, 9), (6, 10), (7, 9), (8, 9), (8, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.078539515065549,11,10,"[(0, 5), (1, 6), (2, 7), (3, 8), (4, 9), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
4.870930924117048,8,7,"[(0, 7), (1, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.110859311702284,8,7,"[(0, 6), (1, 4), (2, 5), (3, 6), (3, 7), (4, 7), (5, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.699188449449822,9,8,"[(0, 5), (1, 6), (2, 7), (3, 6), (3, 8), (4, 7), (4, 8), (5, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.81706839066959,11,10,"[(0, 10), (1, 7), (2, 8), (3, 9), (4, 7), (4, 10), (5, 8), (5, 10), (6, 9), (6, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.819369647788924,11,10,"[(0, 10), (1, 9), (2, 8), (3, 7), (4, 9), (4, 10), (5, 7), (5, 9), (6, 8), (6, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.912229178484429,8,10,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.4762893708635625,10,12,"[(0, 8), (1, 5), (1, 7), (2, 7), (2, 9), (3, 7), (3, 8), (4, 6), (4, 9), (5, 9), (6, 8), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.553916813272123,11,14,"[(0, 8), (1, 6), (2, 9), (3, 10), (4, 9), (4, 10), (5, 9), (5, 10), (6, 7), (6, 8), (7, 9), (7, 10), (8, 9), (8, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.745744304554807,11,10,"[(0, 10), (1, 10), (2, 10), (3, 9), (4, 5), (4, 10), (5, 6), (6, 7), (7, 8), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.858989659476488,9,10,"[(0, 2), (0, 5), (1, 3), (1, 4), (2, 7), (3, 8), (4, 8), (5, 7), (6, 7), (6, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
4.460508932345896,8,7,"[(0, 7), (1, 7), (2, 7), (3, 6), (4, 6), (5, 6), (5, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.261308003084393,10,9,"[(0, 9), (1, 8), (2, 7), (3, 6), (4, 6), (4, 8), (5, 7), (5, 9), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.238130387500725,10,9,"[(0, 8), (1, 8), (2, 6), (3, 4), (4, 9), (5, 7), (5, 9), (6, 7), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.620386689855901,12,11,"[(0, 9), (1, 9), (2, 8), (3, 6), (4, 7), (5, 10), (5, 11), (6, 11), (7, 11), (8, 10), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.645819385001922,9,8,"[(0, 8), (1, 7), (2, 6), (3, 4), (4, 7), (5, 6), (5, 8), (7, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.66297957575429,9,8,"[(0, 8), (1, 7), (2, 6), (3, 7), (3, 8), (4, 5), (4, 8), (5, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
5.101593971643626,8,7,"[(0, 7), (1, 6), (2, 4), (3, 5), (3, 7), (4, 7), (5, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
14.721544362025757,15,25,"[(0, 1), (0, 2), (0, 10), (1, 6), (1, 12), (2, 7), (2, 11), (3, 4), (3, 5), (3, 10), (4, 9), (4, 12), (5, 8), (5, 11), (6, 8), (6, 13), (7, 9), (7, 14), (8, 14), (9, 13), (10, 11), (10, 12), (11, 14), (12, 13), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
4.963666617683836,9,8,"[(0, 8), (1, 8), (2, 8), (3, 8), (4, 7), (5, 7), (6, 7), (6, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
